[25/04/24, 6:52:55 PM] O2: Shsus
‎[04/09/24, 12:15:14 PM] Aman: DCKT 8 - 11.pdf • ‎26 pages ‎document omitted
‎[04/09/24, 12:15:17 PM] Aman: DCKT PRAC 1 - 3.pdf • ‎24 pages ‎document omitted
[04/09/24, 10:05:57 PM] Aman: 2-3 min huh
[04/09/24, 10:14:52 PM] Aman: https://onlinecourses.nptel.ac.in/noc24_hs175/preview
‎[04/09/24, 10:19:11 PM] Aman: ‎image omitted
‎[04/09/24, 10:19:11 PM] Aman: ‎image omitted
[04/09/24, 10:44:03 PM] O2: Thoda time lgega
[04/09/24, 10:44:09 PM] O2: Ye Neha aa gyi mere room me
[05/09/24, 12:13:15 AM] Aman: hello
[05/09/24, 12:13:26 AM] Aman: kya kar diya tumne?
[07/09/24, 10:28:11 PM] O2: Call you in a while
[07/09/24, 10:28:39 PM] Aman: Sure
[07/09/24, 10:44:38 PM] Aman: sure
‎[07/09/24, 11:29:33 PM] Aman: ‎image omitted
‎[07/09/24, 11:29:33 PM] Aman: ‎image omitted
‎[07/09/24, 11:49:44 PM] Aman: ‎image omitted
[09/09/24, 7:56:23 AM] O2: https://photos.app.goo.gl/gGaFYduez6PpEy4H7
‎[10/09/24, 12:48:24 AM] Aman: ‎video omitted
[10/09/24, 9:39:15 AM] O2: Good morning 🤗
[10/09/24, 11:20:30 PM] Aman: ‎You deleted this message.
‎[13/09/24, 10:24:01 PM] O2: Academic Calendar 2024 - 25 Sem I.pdf • ‎5 pages ‎document omitted
‎[13/09/24, 10:50:55 PM] O2: ‎image omitted
[13/09/24, 10:54:24 PM] O2: https://www.redbus.in/search?fromCityName=Pune&fromCityId=130&toCityName=Dhule%20Indore%20Bypass,%20Dhule&toCityId=84509&onward=15-Sep-2024&srcCountry=null&destCountry=IND
[13/09/24, 11:48:24 PM] Aman: 💕💕💕
[13/09/24, 11:48:44 PM] O2: 🤗
[13/09/24, 11:49:01 PM] Aman: Aaj heart shape banaya tha but nikle nhi hearts
[13/09/24, 11:49:11 PM] Aman: Toh aise hi bhej diye
[13/09/24, 11:49:24 PM] O2: Ha samjh gyi thi
‎[14/09/24, 10:25:55 PM] O2: ‎image omitted
‎[14/09/24, 10:33:40 PM] O2: ‎image omitted
‎[14/09/24, 10:54:36 PM] Aman: ‎image omitted
‎[14/09/24, 10:54:37 PM] Aman: ‎image omitted
[15/09/24, 12:30:08 AM] Aman: 2 min
[15/09/24, 5:44:03 PM] Aman: Dear Passenger,

Your Trip with *Ashok Travels Mandsaur Group* is Scheduled🚍, Please check the below details to Track your vehicle for *Pune* To *Indore*.

*PNR*: 1278363
*Vehicle Number*: NL07B0699
*Driver Details*: Rajendra Bhilwara 
*Contact Number*:  9982374931

*Live Tracking links*🗺️:http://trkg.in/JPUL10

Wishing you a Happy and Safe Journey🤝, Please maintain the travelling policy during the journey🙏.

Regards,
Ashok Travels Mandsaur Group
[17/09/24, 6:40:15 PM] O2: Hii
[17/09/24, 6:40:34 PM] Aman: Hi
[17/09/24, 6:41:21 PM] O2: Kya kar rhe
[17/09/24, 6:41:38 PM] Aman: Nothing !
[17/09/24, 6:41:49 PM] Aman: Kya hua?
[17/09/24, 6:42:03 PM] Aman: Kuch kaam tha kya?
[17/09/24, 6:42:07 PM] O2: Kuchh nhi bs yaad rhi
[17/09/24, 6:42:09 PM] O2: 😂
[17/09/24, 6:42:24 PM] Aman: Akele ho kya?
[17/09/24, 6:42:33 PM] O2: Hmm😂
[17/09/24, 6:42:47 PM] Aman: Kitni doost ho tum😡
[17/09/24, 6:42:53 PM] O2: 😂
[17/09/24, 6:42:53 PM] Aman: Pehle nhi bata pa rhi thi
[17/09/24, 6:42:58 PM] O2: 😁😁
[17/09/24, 6:43:05 PM] O2: Test kar rhi thi bs
[17/09/24, 6:43:09 PM] Aman: 😂😂
[17/09/24, 6:43:17 PM] Aman: Then what was the result?
[17/09/24, 6:43:23 PM] O2: Thik tha
[17/09/24, 6:43:30 PM] O2: Passed
[17/09/24, 6:43:41 PM] Aman: Just "thik tha"
[17/09/24, 6:43:51 PM] Aman: Isse bhi jyada formal hona tha kya?
[17/09/24, 6:44:05 PM] O2: Nhi nhi
[17/09/24, 6:44:15 PM] O2: Itne me hi ajib Lage rha tha
[17/09/24, 6:44:25 PM] Aman: 😂😂😂
[17/09/24, 6:44:44 PM] O2: Achha mujhe agar kbhi call ya mssg Krna to dusre vle no. Se hi krna
[17/09/24, 6:44:52 PM] O2: Isse nhi
[17/09/24, 6:44:57 PM] Aman: Ok
[17/09/24, 6:45:03 PM] O2: Aur btao
[17/09/24, 6:45:04 PM] Aman: Done
[17/09/24, 6:45:06 PM] O2: Kaisa gya din
[17/09/24, 6:45:17 PM] Aman: Boring hi lag rha h
[17/09/24, 6:45:24 PM] Aman: Pata nhi kyu!
[17/09/24, 6:45:44 PM] O2: Ab itna adventure krne baad to boring hi lgega😂
[17/09/24, 6:45:54 PM] Aman: 😂😂
[17/09/24, 6:45:58 PM] Aman: Hmm baat toh shi h
[17/09/24, 6:46:09 PM] Aman: U tell?
[17/09/24, 6:46:20 PM] O2: Thik tha
[17/09/24, 6:46:36 PM] Aman: Axa sirf thik?
[17/09/24, 6:46:46 PM] O2: Hmm☹️
[17/09/24, 6:46:58 PM] O2: Dekha nhi tumhe itni der se
[17/09/24, 6:47:05 PM] O2: Awaz bhi nhi suni
[17/09/24, 6:47:23 PM] Aman: Koi hai aas paas ?
[17/09/24, 6:47:34 PM] O2: Vc nhi kr skte🥲
[17/09/24, 6:47:45 PM] Aman: Arre vo baat nhi h
[17/09/24, 6:47:52 PM] O2: Then?
[17/09/24, 6:47:56 PM] Aman: Hmm toh suno
[17/09/24, 6:48:02 PM] O2: Sunao
[17/09/24, 6:48:11 PM] Aman: Subah toh dekha tha vo bhi pura ka pura?
[17/09/24, 6:48:31 PM] O2: Ye kaisi kaisi baatein kar rhe ho🫣🫣
[17/09/24, 6:48:36 PM] O2: Ram ram ram
[17/09/24, 6:48:45 PM] Aman: Tabhi pucha tha?😂
[17/09/24, 6:48:53 PM] O2: Koi nhi h
[17/09/24, 6:49:03 PM] O2: 🙈🙉🙊
[17/09/24, 6:49:23 PM] Aman: Haa ha theek h.
Meri sarmili girl
[17/09/24, 6:49:34 PM] O2: 😂
[17/09/24, 6:49:54 PM] O2: Pr itne time k liye kbhi no contact nhi hua h na
[17/09/24, 6:50:05 PM] Aman: Hmm yr 🥺
[17/09/24, 6:50:07 PM] O2: Audio call to kar hi lete the☹️
[17/09/24, 6:50:20 PM] Aman: Full contact se seedha no contact 🥺🥺🥺
[17/09/24, 6:50:33 PM] O2: 😂😂
[17/09/24, 6:50:40 PM] Aman: Axa theek h ab kuch nhi bolunga 😂😂
[17/09/24, 6:50:47 PM] O2: Hm
[17/09/24, 6:50:56 PM] Aman: I mean will try!
[17/09/24, 6:51:10 PM] O2: Pta h mujhe tumhara try
[17/09/24, 6:51:25 PM] O2: Achha vo return ka btao
[17/09/24, 6:51:31 PM] Aman: Tum toh mere bare me kafi kuch janti ho😙😙
[17/09/24, 6:51:50 PM] O2: Kafi kya ab to *sab* janti hu
[17/09/24, 6:51:54 PM] O2: 🙈
[17/09/24, 6:52:17 PM] Aman: Mere papa ne bhi flight ka hi bol rhe the
[17/09/24, 6:52:28 PM] O2: Flight nhi☹️
[17/09/24, 6:52:29 PM] Aman: Ha 😂😂
[17/09/24, 6:52:36 PM] Aman: Phir maine bola
[17/09/24, 6:52:44 PM] Aman: Hum sab saath me hi jaa rhe h
[17/09/24, 6:53:08 PM] Aman: Aur ek ladki bhi h...usko flightophobhia h
[17/09/24, 6:53:14 PM] O2: 😂
[17/09/24, 6:53:17 PM] Aman: Toh flight toh nhi hi karenge
[17/09/24, 6:53:23 PM] Aman: And mangi bhi hoti h
[17/09/24, 6:53:29 PM] Aman: Although difference hai nhi!
[17/09/24, 6:53:39 PM] Aman: 5130 ki flight h sirf
[17/09/24, 6:54:49 PM] Aman: Bus journey : ~ 2800 
Food : 500
Extra : 1000 + 100
Total : 4200 approx ‎<This message was edited>
[17/09/24, 6:55:08 PM] O2: Extra... ahem
[17/09/24, 6:55:21 PM] Aman: Har cheez batai nhi jati h😂
[17/09/24, 6:55:31 PM] O2: Hm😂
[17/09/24, 6:55:41 PM] O2: To bus ya train
[17/09/24, 6:56:00 PM] Aman: Train me jyada problem hogi I guess na?
[17/09/24, 6:56:08 PM] Aman: Mumbai to Pune phirse?
[17/09/24, 6:56:24 PM] O2: Bus hi kre?
[17/09/24, 6:56:28 PM] Aman: And Juhu beach might be closed again
[17/09/24, 6:56:35 PM] Aman: Toh itna benifit nhi lag rha
[17/09/24, 6:56:38 PM] O2: Direct hogi tbhi krenge
[17/09/24, 6:56:48 PM] Aman: December me...coz of beach Mumbai se aa sakte h
[17/09/24, 6:56:48 PM] O2: Ghumenge nhi
[17/09/24, 6:57:00 PM] Aman: Hmm then bus hi karte h
[17/09/24, 6:57:06 PM] O2: A'ight
[17/09/24, 6:57:08 PM] Aman: Har bari ghoom bhi nhi sakte h
[17/09/24, 6:57:16 PM] O2: Hm
[17/09/24, 6:57:35 PM] Aman: Ek jawaan ladka 
Ek jawaan ladki

Log kya kya sochenge
[17/09/24, 6:57:44 PM] Aman: Isliye bus hi kar lete h
[17/09/24, 6:57:46 PM] Aman: Vo safe h
[17/09/24, 6:57:50 PM] O2: Hmm😂
[17/09/24, 6:58:04 PM] O2: As if you care🙄
[17/09/24, 6:58:33 PM] Aman: Care toh hai hi tumhari 😙
[17/09/24, 6:58:43 PM] Aman: Vaise kabhi socha nhi tha maine ki
[17/09/24, 6:58:55 PM] O2: Extra me dekha tha maine🙄🙄
[17/09/24, 6:59:13 PM] O2: Ki..
[17/09/24, 6:59:20 PM] Aman: Arre kuch nhi leave iy
[17/09/24, 6:59:22 PM] Aman: It
[17/09/24, 6:59:27 PM] O2: 😑😑
[17/09/24, 6:59:35 PM] Aman: Kya?
[17/09/24, 6:59:42 PM] O2: Btao ‎<This message was edited>
[17/09/24, 7:00:32 PM] Aman: Maine socha nhi tha that I'll be merciful on that
[17/09/24, 7:00:50 PM] O2: Tum the bhi nhi😑😑😑😑😑
[17/09/24, 7:00:55 PM] Aman: Mai tha ok
[17/09/24, 7:01:06 PM] Aman: I was stopping whenever u was saying
[17/09/24, 7:01:09 PM] O2: Bilkul bhi nhi
[17/09/24, 7:01:13 PM] O2: Not even a bit
[17/09/24, 7:01:28 PM] O2: Vo to tum thak gye the na🫣
[17/09/24, 7:01:45 PM] Aman: Not in the beginning
[17/09/24, 7:01:50 PM] O2: 😂😂
[17/09/24, 7:01:55 PM] Aman: Tab bhi toh ruk rha tha
[17/09/24, 7:01:58 PM] O2: Are kidding
[17/09/24, 7:02:15 PM] O2: Achha thik h
[17/09/24, 7:02:26 PM] O2: Back to the topic
[17/09/24, 7:02:32 PM] Aman: Kaunsa?
[17/09/24, 7:02:42 PM] O2: .
[17/09/24, 7:02:51 PM] Aman: Hamara toh yhi topic chal rha h
[17/09/24, 7:02:58 PM] Aman: In the whole convo
[17/09/24, 7:03:02 PM] O2: G nhi☺️
[17/09/24, 7:03:13 PM] O2: Hum return ka plan kr rhe the
[17/09/24, 7:03:35 PM] Aman: Kuch nhi iss bari pehle se hi lekar rakh lunga !
[17/09/24, 7:03:41 PM] Aman: Done?👍🏻
[17/09/24, 7:04:00 PM] O2: 😑😑
[17/09/24, 7:04:03 PM] O2: Bus ya train
[17/09/24, 7:04:12 PM] Aman: Oooo you mean that!
[17/09/24, 7:04:19 PM] O2: G
[17/09/24, 7:04:24 PM] Aman: Bus would be better I feel!
[17/09/24, 7:04:33 PM] O2: Thik h
[17/09/24, 7:04:38 PM] Aman: Train direct nhi h na?
[17/09/24, 7:04:39 PM] O2: To 23rd?
[17/09/24, 7:04:43 PM] O2: Na
[17/09/24, 7:04:48 PM] Aman: 25 would be too late
[17/09/24, 7:04:57 PM] O2: 22nd?
[17/09/24, 7:05:11 PM] Aman: 20 ke baad seedha 25 ko h train
[17/09/24, 7:05:16 PM] Aman: 20 chalna h?
[17/09/24, 7:05:21 PM] O2: Naah
[17/09/24, 7:05:26 PM] Aman: Bahut jaldi ho jayega par
[17/09/24, 7:05:31 PM] O2: Hm
[17/09/24, 7:06:13 PM] Aman: Chalo theek h bus toh Mai dekh lunga
[17/09/24, 7:06:20 PM] Aman: Jate time axa suno!
[17/09/24, 7:06:27 PM] O2: Hm
[17/09/24, 7:06:31 PM] Aman: Curtains vali hi karunga ok
[17/09/24, 7:06:44 PM] O2: Ha vhi bolne ja rhi thi mai bhi
[17/09/24, 7:06:48 PM] Aman: Cheap bhi hoti h vo
[17/09/24, 7:06:52 PM] O2: Hm
[17/09/24, 7:06:53 PM] Aman: Hmm
[17/09/24, 7:07:02 PM] Aman: And Ghar vale bhi khush
[17/09/24, 7:07:08 PM] Aman: Aur hum toh honge hi
[17/09/24, 7:07:16 PM] O2: Hm😂
[17/09/24, 7:07:21 PM] O2: Single..right
[17/09/24, 7:07:25 PM] Aman: Hmm
[17/09/24, 7:07:36 PM] Aman: Naam ki single bus
[17/09/24, 7:07:37 PM] O2: Thik h
[17/09/24, 7:07:59 PM] O2: Achha thik h book kar do
[17/09/24, 7:08:02 PM] Aman: Yeh Aaj vali Puri convo tum delete kar dena
[17/09/24, 7:08:09 PM] O2: Ha obv
[17/09/24, 7:08:17 PM] Aman: Kar dunga...
[17/09/24, 7:08:30 PM] O2: Chle fir?
[17/09/24, 7:08:39 PM] Aman: Kaha ?😙😙
[17/09/24, 7:08:53 PM] O2: Pisho**
[17/09/24, 7:09:11 PM] Aman: Kya ?
[17/09/24, 7:09:21 PM] O2: Kuchh nhi 😂
[17/09/24, 7:09:38 PM] O2: End of convo ki taraf
[17/09/24, 7:10:15 PM] O2: Are search mat krne lgna
[17/09/24, 7:10:19 PM] O2: 😂
[17/09/24, 7:10:24 PM] O2: Hotel pishori
[17/09/24, 7:10:34 PM] Aman: Hmm samaj gya
[17/09/24, 7:10:41 PM] O2: Hm
[17/09/24, 7:10:44 PM] O2: ..
[17/09/24, 7:10:46 PM] O2: ?
[17/09/24, 7:11:01 PM] Aman: Tum mera misuse toh nhi karogi na?🥺🤨🤨😳 ‎<This message was edited>
[17/09/24, 7:11:12 PM] O2: Mis nhi
[17/09/24, 7:11:18 PM] O2: Sirf use 😁
[17/09/24, 7:11:29 PM] Aman: 😲
[17/09/24, 7:11:32 PM] Aman: Chhii
[17/09/24, 7:11:38 PM] Aman: Kaisi kaisi batein karti ho
[17/09/24, 7:11:43 PM] Aman: Sharam nhi aati kya?
[17/09/24, 7:11:58 PM] O2: Sharam to 15 ko hi chli gyi thi😁😁
[17/09/24, 7:11:59 PM] Aman: Acche sansakari Ghar ka ladka hu... bikhado nhi ok
[17/09/24, 7:12:07 PM] O2: 🙄🙄🙄🙄🙄🙄
[17/09/24, 7:12:23 PM] Aman: Man nhi h yr ?
[17/09/24, 7:12:27 PM] Aman: 🥺
[17/09/24, 7:12:30 PM] Aman: Mat jao na
[17/09/24, 7:12:38 PM] O2: Jana pdega🥲
[17/09/24, 7:12:51 PM] O2: Hoga to try krungi call krne ka
[17/09/24, 7:12:57 PM] Aman: Thodi der aur nhi Rukh sakti?
[17/09/24, 7:13:01 PM] Aman: Axa theek h
[17/09/24, 7:13:06 PM] Aman: Theek h
[17/09/24, 7:13:24 PM] O2: Not sure ki kar bhi paungi ki nhi
[17/09/24, 7:13:32 PM] O2: To wait mat krna
[17/09/24, 7:13:36 PM] Aman: Hmm hmm samaj gya
[17/09/24, 7:13:41 PM] Aman: Koi na
[17/09/24, 7:13:43 PM] O2: Thik h fir
[17/09/24, 7:13:44 PM] Aman: Axa suno
[17/09/24, 7:13:48 PM] O2: Hm
[17/09/24, 7:13:57 PM] Aman: Ek voice note record karke bhej dena bus
[17/09/24, 7:14:19 PM] Aman: Good night vala
[17/09/24, 7:14:23 PM] Aman: Daily nhi!
[17/09/24, 7:14:27 PM] O2: Thik h😂
[17/09/24, 7:14:35 PM] O2: Hm
[17/09/24, 7:14:38 PM] Aman: Hmm
[17/09/24, 7:14:45 PM] O2: Thik h
[17/09/24, 7:14:51 PM] O2: Byee 🤗
[17/09/24, 7:15:01 PM] Aman: Yep bye😘😘
[17/09/24, 7:15:25 PM] Aman: Chali gyi kya?
[17/09/24, 7:15:39 PM] O2: Aise kaise chli jaungi
[17/09/24, 7:15:43 PM] Aman: 😂😂
[17/09/24, 7:15:46 PM] O2: Wait kar rhi thi
[17/09/24, 7:15:54 PM] Aman: Hmm...Love you❤️❤️❤️😘
[17/09/24, 7:16:10 PM] O2: 2/0😘
[18/09/24, 8:36:42 AM] O2: Good morning 🤗
[18/09/24, 8:37:45 AM] Aman: Good morning sh
[18/09/24, 8:38:03 AM] O2: Itni jldi kab se uthne lge
[18/09/24, 8:39:33 AM] O2: Kaha gye
[18/09/24, 8:44:13 AM] Aman: Yhi hu
[18/09/24, 8:47:44 AM] O2: Itna late reply
[18/09/24, 8:54:56 AM] Aman: Is no. Me notifications nhi aa rhe h
[18/09/24, 8:57:08 AM] Aman: ‎You deleted this message.
‎[22/09/24, 9:50:44 AM] O2: Gmail - MakeMyTrip bus e-ticket for booking id -NU712391094556976.pdf • ‎2 pages ‎document omitted
[22/09/24, 9:51:11 AM] Aman: Yes alrrady have
[25/09/24, 5:54:36 PM] Aman: hi
[25/09/24, 6:47:30 PM] O2: Hii🤗
[25/09/24, 10:02:41 PM] Aman: kaha ho?
‎[25/09/24, 10:20:59 PM] O2: ‎image omitted
‎[25/09/24, 10:21:00 PM] O2: ‎image omitted
‎[25/09/24, 10:21:01 PM] O2: ‎image omitted
‎[25/09/24, 10:21:01 PM] O2: ‎image omitted
‎[25/09/24, 10:21:02 PM] O2: ‎image omitted
‎[25/09/24, 10:21:02 PM] O2: ‎image omitted
‎[25/09/24, 10:25:48 PM] O2: ‎image omitted
‎[25/09/24, 10:26:02 PM] O2: ‎image omitted
‎[25/09/24, 10:26:03 PM] O2: ‎image omitted
‎[25/09/24, 10:26:04 PM] O2: ‎image omitted
‎[25/09/24, 10:26:04 PM] O2: ‎image omitted
‎[25/09/24, 10:26:05 PM] O2: ‎image omitted
‎[28/09/24, 10:28:56 AM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
[28/09/24, 10:28:58 AM] Aman: ‎You deleted this message.
‎[28/09/24, 10:29:56 AM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_electronic-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
[28/09/24, 10:51:57 AM] O2: Mai bore ho rhi🥺
[28/09/24, 11:02:56 AM] Aman: 😂😂
[28/09/24, 11:03:02 AM] Aman: Aww.
[28/09/24, 11:03:06 AM] Aman: Chalo koi na!
[28/09/24, 11:03:12 AM] Aman: Mai hu na !
[28/09/24, 11:03:22 AM] O2: Entertain me🥺
[28/09/24, 11:03:59 AM] Aman: Entertain you ?🤔
[28/09/24, 11:04:10 AM] Aman: Chalo axa phir
[28/09/24, 11:04:13 AM] O2: Hm🥺
[29/09/24, 5:48:26 PM] Aman: Hi
[29/09/24, 5:58:42 PM] O2: 💖💖
‎[30/09/24, 11:19:26 PM] Aman: ‎image omitted
‎[01/10/24, 11:01:06 AM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[01/10/24, 11:01:08 AM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[01/10/24, 5:22:28 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[01/10/24, 5:22:30 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
[02/10/24, 12:34:35 AM] Aman: kya hua?
[02/10/24, 12:34:43 AM] Aman: koi aaya kya?
‎[02/10/24, 10:31:41 PM] Aman: ‎image omitted
‎[04/10/24, 9:56:25 AM] O2: Digital_Circuits.pdf • ‎236 pages ‎document omitted
[04/10/24, 10:03:41 AM] Aman: Already have !
[04/10/24, 10:03:55 AM] Aman: ❤️
[04/10/24, 10:04:08 AM] Aman: ❤️
[04/10/24, 10:04:12 AM] Aman: ❤️
[04/10/24, 10:04:13 AM] Aman: ❤️
[04/10/24, 10:04:15 AM] Aman: ❤️
[04/10/24, 10:04:16 AM] Aman: ❤️
[04/10/24, 10:04:17 AM] Aman: ❤️
[04/10/24, 10:04:20 AM] Aman: ❤️
[04/10/24, 10:04:21 AM] Aman: ❤️
‎[05/10/24, 3:05:26 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_engineering-mathematics-iii-m3-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[05/10/24, 3:05:29 PM] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_engineering-mathematics-iii-m3-pattern-2019.pdf • ‎2 pages ‎document omitted
[05/10/24, 3:30:13 PM] O2: jhgjh
[05/10/24, 3:30:14 PM] O2: kggjhg
[05/10/24, 3:30:15 PM] O2: jghjh
[05/10/24, 3:30:25 PM] Aman: ❤️
[05/10/24, 11:50:06 PM] Aman: 2 min me karta hu
[06/10/24, 8:19:03 PM] Aman: hi
[06/10/24, 8:19:28 PM] O2: 🙋‍♀️
[06/10/24, 8:19:54 PM] O2: Call kyu ni pick kiya🤨
[06/10/24, 8:19:59 PM] Aman: 5 min huh
‎[06/10/24, 9:06:09 PM] O2: M-3 Insem 2022.pdf • ‎16 pages ‎document omitted
‎[06/10/24, 9:08:09 PM] O2: M-3 Insem 2023.pdf • ‎16 pages ‎document omitted
[07/10/24, 12:39:46 AM] O2: 2min
[07/10/24, 4:06:13 PM] Aman: effect of negative feedback on 1) input impedance 2) output impedance 3)gain 4)bandwidth %)stability
[08/10/24, 12:28:49 AM] O2: https://youtu.be/HhOz8vROYLU?si=acLIIkrnSeIIJfCN
‎[08/10/24, 12:32:53 AM] O2: ‎image omitted
‎[08/10/24, 6:02:57 PM] Aman: Digital circuit Insem solution.pdf • ‎38 pages ‎document omitted
[08/10/24, 9:57:27 PM] O2: Kii aa gya h
[08/10/24, 9:57:29 PM] O2: ‎This message was deleted.
[09/10/24, 12:41:26 AM] O2: kaha gye?
‎[09/10/24, 1:23:42 AM] O2: ‎image omitted
‎[09/10/24, 1:24:04 AM] O2: ‎image omitted
‎[09/10/24, 1:30:30 AM] O2: ‎image omitted
‎[09/10/24, 1:31:08 AM] O2: ‎image omitted
‎[10/10/24, 1:35:41 AM] O2: ‎image omitted
‎[10/10/24, 4:11:37 PM] O2: ds.pdf • ‎2 pages ‎document omitted
[10/10/24, 7:58:47 PM] O2: i) Array is derived data type. It has memory wastage and no bounds
check as its limitation________
ii) Functions can return multiple values, passes multiple values_____.
iii) Functions can return multiple values only if pointers are used
iv) To find memory address of any array element following formula
can be used_______.
Memory add (i) = base address + size of (datatype) / location number
where i is the location for which address to be found.
v) Unions do not have separate locations for each of their members,
so their size or equal to the size of largest member among all data
members________.
c) Classify various datatypes used in C programming (in tree form)? List
various format specifiers used to access primary data types.
Write storage size required for primary data types in terms of bytes for
32/64-bit system? [
‎[10/10/24, 10:21:04 PM] O2: ‎image omitted
[10/10/24, 10:47:10 PM] Aman: 5 min me karta hu
[10/10/24, 10:47:21 PM] Aman: network bahut poor aa rha h
[10/10/24, 10:47:27 PM] O2: Ok
[10/10/24, 11:09:23 PM] Aman: karta hu vapas thodi der me
[10/10/24, 11:09:23 PM] Aman: jab net aa jayega
[10/10/24, 11:10:04 PM] O2: K
‎[11/10/24, 12:27:48 AM] O2: ‎image omitted
‎[11/10/24, 1:06:30 AM] O2: ‎image omitted
[11/10/24, 1:06:33 AM] O2: answers btao ‎<This message was edited>
[11/10/24, 2:04:22 AM] Aman: *bubble , selection , insertion , quick : n^2* ‎<This message was edited>
[11/10/24, 2:05:02 AM] Aman: linear :O( n ) ‎<This message was edited>
[11/10/24, 2:05:56 AM] Aman: binary search : O(logn) ‎<This message was edited>
[11/10/24, 2:06:18 AM] Aman: merge : n logn
[11/10/24, 7:08:28 AM] O2: 👍👍
[11/10/24, 7:47:40 PM] O2: https://youtu.be/NJWvOmWRnCo?si=Y4IVSIS7-Eo4r7Iu
[11/10/24, 7:50:12 PM] Aman: ok
[11/10/24, 7:59:53 PM] Aman: thik h done
[11/10/24, 7:59:56 PM] Aman: ho gye yeh
[11/10/24, 8:00:04 PM] Aman: ab sirf yhi karna mere saath
[11/10/24, 8:00:14 PM] Aman: bus bhool na jau
[11/10/24, 8:00:28 PM] Aman: badi practice kari🥹
‎[12/10/24, 2:03:47 AM] O2: ‎video omitted
[13/10/24, 12:11:00 AM] Aman: tumahre me call nhi rhi
[13/10/24, 12:12:26 AM] Aman: tum hi kar lo
[13/10/24, 12:15:19 AM] O2: thik h
[13/10/24, 12:25:30 AM] Aman: kya hua?
[13/10/24, 12:26:50 AM] O2: Audio call krte h
[13/10/24, 12:27:01 AM] O2: Tum kro
‎[13/10/24, 8:44:02 AM] O2: ‎image omitted
‎[13/10/24, 8:44:16 AM] O2: ‎image omitted
‎[13/10/24, 8:44:17 AM] O2: ‎image omitted
[13/10/24, 8:44:26 AM] O2: ‎This message was deleted.
‎[13/10/24, 8:44:27 AM] O2: ‎image omitted
‎[13/10/24, 8:44:27 AM] O2: ‎image omitted
‎[13/10/24, 8:44:28 AM] O2: ‎image omitted
‎[13/10/24, 8:44:28 AM] O2: ‎image omitted
‎[13/10/24, 8:44:29 AM] O2: ‎image omitted
‎[13/10/24, 8:44:29 AM] O2: ‎image omitted
‎[13/10/24, 8:44:30 AM] O2: ‎image omitted
‎[13/10/24, 8:44:30 AM] O2: ‎image omitted
‎[13/10/24, 8:44:31 AM] O2: ‎image omitted
‎[13/10/24, 8:44:31 AM] O2: ‎image omitted
‎[13/10/24, 8:44:32 AM] O2: ‎image omitted
‎[13/10/24, 8:44:32 AM] O2: ‎image omitted
‎[13/10/24, 8:44:33 AM] O2: ‎image omitted
‎[13/10/24, 8:44:33 AM] O2: ‎image omitted
