[25/04/24, 18:52:55] O2: Shsus
[17/09/24, 18:40:15] O2: Hii
[17/09/24, 18:40:34] Aman: Hi
[17/09/24, 18:41:21] O2: Kya kar rhe
[17/09/24, 18:41:38] Aman: Nothing !
[17/09/24, 18:41:49] Aman: Kya hua?
[17/09/24, 18:42:03] Aman: Kuch kaam tha kya?
[17/09/24, 18:42:07] O2: Kuchh nhi bs yaad rhi
[17/09/24, 18:42:09] O2: 😂
[17/09/24, 18:42:24] Aman: Akele ho kya?
[17/09/24, 18:42:33] O2: Hmm😂
[17/09/24, 18:42:47] Aman: Kitni doost ho tum😡
[17/09/24, 18:42:53] O2: 😂
[17/09/24, 18:42:53] Aman: Pehle nhi bata pa rhi thi
[17/09/24, 18:42:58] O2: 😁😁
[17/09/24, 18:43:05] O2: Test kar rhi thi bs
[17/09/24, 18:43:09] Aman: 😂😂
[17/09/24, 18:43:17] Aman: Then what was the result?
[17/09/24, 18:43:23] O2: Thik tha
[17/09/24, 18:43:30] O2: Passed
[17/09/24, 18:43:41] Aman: Just "thik tha"
[17/09/24, 18:43:51] Aman: Isse bhi jyada formal hona tha kya?
[17/09/24, 18:44:05] O2: Nhi nhi
[17/09/24, 18:44:15] O2: Itne me hi ajib Lage rha tha
[17/09/24, 18:44:25] Aman: 😂😂😂
[17/09/24, 18:44:44] O2: Achha mujhe agar kbhi call ya mssg Krna to dusre vle no. Se hi krna
[17/09/24, 18:44:52] O2: Isse nhi
[17/09/24, 18:44:57] Aman: Ok
[17/09/24, 18:45:03] O2: Aur btao
[17/09/24, 18:45:04] Aman: Done
[17/09/24, 18:45:06] O2: Kaisa gya din
[17/09/24, 18:45:17] Aman: Boring hi lag rha h
[17/09/24, 18:45:24] Aman: Pata nhi kyu!
[17/09/24, 18:45:44] O2: Ab itna adventure krne baad to boring hi lgega😂
[17/09/24, 18:45:54] Aman: 😂😂
[17/09/24, 18:45:58] Aman: Hmm baat toh shi h
[17/09/24, 18:46:09] Aman: U tell?
[17/09/24, 18:46:20] O2: Thik tha
[17/09/24, 18:46:36] Aman: Axa sirf thik?
[17/09/24, 18:46:46] O2: Hmm☹️
[17/09/24, 18:46:58] O2: Dekha nhi tumhe itni der se
[17/09/24, 18:47:05] O2: Awaz bhi nhi suni
[17/09/24, 18:47:23] Aman: Koi hai aas paas ?
[17/09/24, 18:47:34] O2: Vc nhi kr skte🥲
[17/09/24, 18:47:45] Aman: Arre vo baat nhi h
[17/09/24, 18:47:52] O2: Then?
[17/09/24, 18:47:56] Aman: Hmm toh suno
[17/09/24, 18:48:02] O2: Sunao
[17/09/24, 18:48:11] Aman: Subah toh dekha tha vo bhi pura ka pura?
[17/09/24, 18:48:31] O2: Ye kaisi kaisi baatein kar rhe ho🫣🫣
[17/09/24, 18:48:36] O2: Ram ram ram
[17/09/24, 18:48:45] Aman: Tabhi pucha tha?😂
[17/09/24, 18:48:53] O2: Koi nhi h
[17/09/24, 18:49:03] O2: 🙈🙉🙊
[17/09/24, 18:49:23] Aman: Haa ha theek h.
Meri sarmili girl
[17/09/24, 18:49:34] O2: 😂
[17/09/24, 18:49:54] O2: Pr itne time k liye kbhi no contact nhi hua h na
[17/09/24, 18:50:05] Aman: Hmm yr 🥺
[17/09/24, 18:50:07] O2: Audio call to kar hi lete the☹️
[17/09/24, 18:50:20] Aman: Full contact se seedha no contact 🥺🥺🥺
[17/09/24, 18:50:33] O2: 😂😂
[17/09/24, 18:50:40] Aman: Axa theek h ab kuch nhi bolunga 😂😂
[17/09/24, 18:50:47] O2: Hm
[17/09/24, 18:50:56] Aman: I mean will try!
[17/09/24, 18:51:10] O2: Pta h mujhe tumhara try
[17/09/24, 18:51:25] O2: Achha vo return ka btao
[17/09/24, 18:51:31] Aman: Tum toh mere bare me kafi kuch janti ho😙😙
[17/09/24, 18:51:50] O2: Kafi kya ab to *sab* janti hu
[17/09/24, 18:51:54] O2: 🙈
[17/09/24, 18:52:17] Aman: Mere papa ne bhi flight ka hi bol rhe the
[17/09/24, 18:52:28] O2: Flight nhi☹️
[17/09/24, 18:52:29] Aman: Ha 😂😂
[17/09/24, 18:52:36] Aman: Phir maine bola
[17/09/24, 18:52:44] Aman: Hum sab saath me hi jaa rhe h
[17/09/24, 18:53:08] Aman: Aur ek ladki bhi h...usko flightophobhia h
[17/09/24, 18:53:14] O2: 😂
[17/09/24, 18:53:17] Aman: Toh flight toh nhi hi karenge
[17/09/24, 18:53:23] Aman: And mangi bhi hoti h
[17/09/24, 18:53:29] Aman: Although difference hai nhi!
[17/09/24, 18:53:39] Aman: 5130 ki flight h sirf
[17/09/24, 18:54:49] Aman: Bus journey : ~ 2800 
Food : 500
Extra : 1000 + 100
Total : 4200 approx ‎<This message was edited>
[17/09/24, 18:55:08] O2: Extra... ahem
[17/09/24, 18:55:21] Aman: Har cheez batai nhi jati h😂
[17/09/24, 18:55:31] O2: Hm😂
[17/09/24, 18:55:41] O2: To bus ya train
[17/09/24, 18:56:00] Aman: Train me jyada problem hogi I guess na?
[17/09/24, 18:56:08] Aman: Mumbai to Pune phirse?
[17/09/24, 18:56:24] O2: Bus hi kre?
[17/09/24, 18:56:28] Aman: And Juhu beach might be closed again
[17/09/24, 18:56:35] Aman: Toh itna benifit nhi lag rha
[17/09/24, 18:56:38] O2: Direct hogi tbhi krenge
[17/09/24, 18:56:48] Aman: December me...coz of beach Mumbai se aa sakte h
[17/09/24, 18:56:48] O2: Ghumenge nhi
[17/09/24, 18:57:00] Aman: Hmm then bus hi karte h
[17/09/24, 18:57:06] O2: A'ight
[17/09/24, 18:57:08] Aman: Har bari ghoom bhi nhi sakte h
[17/09/24, 18:57:16] O2: Hm
[17/09/24, 18:57:35] Aman: Ek jawaan ladka 
Ek jawaan ladki

Log kya kya sochenge
[17/09/24, 18:57:44] Aman: Isliye bus hi kar lete h
[17/09/24, 18:57:46] Aman: Vo safe h
[17/09/24, 18:57:50] O2: Hmm😂
[17/09/24, 18:58:04] O2: As if you care🙄
[17/09/24, 18:58:33] Aman: Care toh hai hi tumhari 😙
[17/09/24, 18:58:43] Aman: Vaise kabhi socha nhi tha maine ki
[17/09/24, 18:58:55] O2: Extra me dekha tha maine🙄🙄
[17/09/24, 18:59:13] O2: Ki..
[17/09/24, 18:59:20] Aman: Arre kuch nhi leave iy
[17/09/24, 18:59:22] Aman: It
[17/09/24, 18:59:27] O2: 😑😑
[17/09/24, 18:59:35] Aman: Kya?
[17/09/24, 18:59:42] O2: Btao ‎<This message was edited>
[17/09/24, 19:00:32] Aman: Maine socha nhi tha that I'll be merciful on that
[17/09/24, 19:00:50] O2: Tum the bhi nhi😑😑😑😑😑
[17/09/24, 19:00:55] Aman: Mai tha ok
[17/09/24, 19:01:06] Aman: I was stopping whenever u was saying
[17/09/24, 19:01:09] O2: Bilkul bhi nhi
[17/09/24, 19:01:13] O2: Not even a bit
[17/09/24, 19:01:28] O2: Vo to tum thak gye the na🫣
[17/09/24, 19:01:45] Aman: Not in the beginning
[17/09/24, 19:01:50] O2: 😂😂
[17/09/24, 19:01:55] Aman: Tab bhi toh ruk rha tha
[17/09/24, 19:01:58] O2: Are kidding
[17/09/24, 19:02:15] O2: Achha thik h
[17/09/24, 19:02:26] O2: Back to the topic
[17/09/24, 19:02:32] Aman: Kaunsa?
[17/09/24, 19:02:42] O2: .
[17/09/24, 19:02:51] Aman: Hamara toh yhi topic chal rha h
[17/09/24, 19:02:58] Aman: In the whole convo
[17/09/24, 19:03:02] O2: G nhi☺️
[17/09/24, 19:03:13] O2: Hum return ka plan kr rhe the
[17/09/24, 19:03:35] Aman: Kuch nhi iss bari pehle se hi lekar rakh lunga !
[17/09/24, 19:03:41] Aman: Done?👍🏻
[17/09/24, 19:04:00] O2: 😑😑
[17/09/24, 19:04:03] O2: Bus ya train
[17/09/24, 19:04:12] Aman: Oooo you mean that!
[17/09/24, 19:04:19] O2: G
[17/09/24, 19:04:24] Aman: Bus would be better I feel!
[17/09/24, 19:04:33] O2: Thik h
[17/09/24, 19:04:38] Aman: Train direct nhi h na?
[17/09/24, 19:04:39] O2: To 23rd?
[17/09/24, 19:04:43] O2: Na
[17/09/24, 19:04:48] Aman: 25 would be too late
[17/09/24, 19:04:57] O2: 22nd?
[17/09/24, 19:05:11] Aman: 20 ke baad seedha 25 ko h train
[17/09/24, 19:05:16] Aman: 20 chalna h?
[17/09/24, 19:05:21] O2: Naah
[17/09/24, 19:05:26] Aman: Bahut jaldi ho jayega par
[17/09/24, 19:05:31] O2: Hm
[17/09/24, 19:06:13] Aman: Chalo theek h bus toh Mai dekh lunga
[17/09/24, 19:06:20] Aman: Jate time axa suno!
[17/09/24, 19:06:27] O2: Hm
[17/09/24, 19:06:31] Aman: Curtains vali hi karunga ok
[17/09/24, 19:06:44] O2: Ha vhi bolne ja rhi thi mai bhi
[17/09/24, 19:06:48] Aman: Cheap bhi hoti h vo
[17/09/24, 19:06:52] O2: Hm
[17/09/24, 19:06:53] Aman: Hmm
[17/09/24, 19:07:02] Aman: And Ghar vale bhi khush
[17/09/24, 19:07:08] Aman: Aur hum toh honge hi
[17/09/24, 19:07:16] O2: Hm😂
[17/09/24, 19:07:21] O2: Single..right
[17/09/24, 19:07:25] Aman: Hmm
[17/09/24, 19:07:36] Aman: Naam ki single bus
[17/09/24, 19:07:37] O2: Thik h
[17/09/24, 19:07:59] O2: Achha thik h book kar do
[17/09/24, 19:08:02] Aman: Yeh Aaj vali Puri convo tum delete kar dena
[17/09/24, 19:08:09] O2: Ha obv
[17/09/24, 19:08:17] Aman: Kar dunga...
[17/09/24, 19:08:30] O2: Chle fir?
[17/09/24, 19:08:39] Aman: Kaha ?😙😙
[17/09/24, 19:08:53] O2: Pisho**
[17/09/24, 19:09:11] Aman: Kya ?
[17/09/24, 19:09:21] O2: Kuchh nhi 😂
[17/09/24, 19:09:38] O2: End of convo ki taraf
[17/09/24, 19:10:15] O2: Are search mat krne lgna
[17/09/24, 19:10:19] O2: 😂
[17/09/24, 19:10:24] O2: Hotel pishori
[17/09/24, 19:10:34] Aman: Hmm samaj gya
[17/09/24, 19:10:41] O2: Hm
[17/09/24, 19:10:44] O2: ..
[17/09/24, 19:10:46] O2: ?
[17/09/24, 19:11:01] Aman: Tum mera misuse toh nhi karogi na?🥺🤨🤨😳 ‎<This message was edited>
[17/09/24, 19:11:12] O2: Mis nhi
[17/09/24, 19:11:18] O2: Sirf use 😁
[17/09/24, 19:11:29] Aman: 😲
[17/09/24, 19:11:32] Aman: Chhii
[17/09/24, 19:11:38] Aman: Kaisi kaisi batein karti ho
[17/09/24, 19:11:43] Aman: Sharam nhi aati kya?
[17/09/24, 19:11:58] O2: Sharam to 15 ko hi chli gyi thi😁😁
[17/09/24, 19:11:59] Aman: Acche sansakari Ghar ka ladka hu... bikhado nhi ok
[17/09/24, 19:12:07] O2: 🙄🙄🙄🙄🙄🙄
[17/09/24, 19:12:23] Aman: Man nhi h yr ?
[17/09/24, 19:12:27] Aman: 🥺
[17/09/24, 19:12:30] Aman: Mat jao na
[17/09/24, 19:12:38] O2: Jana pdega🥲
[17/09/24, 19:12:51] O2: Hoga to try krungi call krne ka
[17/09/24, 19:12:57] Aman: Thodi der aur nhi Rukh sakti?
[17/09/24, 19:13:01] Aman: Axa theek h
[17/09/24, 19:13:06] Aman: Theek h
[17/09/24, 19:13:24] O2: Not sure ki kar bhi paungi ki nhi
[17/09/24, 19:13:32] O2: To wait mat krna
[17/09/24, 19:13:36] Aman: Hmm hmm samaj gya
[17/09/24, 19:13:41] Aman: Koi na
[17/09/24, 19:13:43] O2: Thik h fir
[17/09/24, 19:13:44] Aman: Axa suno
[17/09/24, 19:13:48] O2: Hm
[17/09/24, 19:13:57] Aman: Ek voice note record karke bhej dena bus
[17/09/24, 19:14:19] Aman: Good night vala
[17/09/24, 19:14:23] Aman: Daily nhi!
[17/09/24, 19:14:27] O2: Thik h😂
[17/09/24, 19:14:35] O2: Hm
[17/09/24, 19:14:38] Aman: Hmm
[17/09/24, 19:14:45] O2: Thik h
[17/09/24, 19:14:51] O2: Byee 🤗
[17/09/24, 19:15:01] Aman: Yep bye😘😘
[17/09/24, 19:15:25] Aman: Chali gyi kya?
[17/09/24, 19:15:39] O2: Aise kaise chli jaungi
[17/09/24, 19:15:43] Aman: 😂😂
[17/09/24, 19:15:46] O2: Wait kar rhi thi
[17/09/24, 19:15:54] Aman: Hmm...Love you❤️❤️❤️😘
[17/09/24, 19:16:10] O2: 2/0😘
[18/09/24, 08:36:42] O2: Good morning 🤗
[18/09/24, 08:37:45] Aman: Good morning sh
[18/09/24, 08:38:03] O2: Itni jldi kab se uthne lge
[18/09/24, 08:39:33] O2: Kaha gye
[18/09/24, 08:44:13] Aman: Yhi hu
[18/09/24, 08:47:44] O2: Itna late reply
[18/09/24, 08:54:56] Aman: Is no. Me notifications nhi aa rhe h
[18/09/24, 08:57:08] Aman: ‎You deleted this message.
‎[22/09/24, 09:50:44] O2: Gmail - MakeMyTrip bus e-ticket for booking id -NU712391094556976.pdf • ‎2 pages ‎document omitted
[22/09/24, 09:51:11] Aman: Yes alrrady have
[25/09/24, 17:54:36] Aman: hi
[25/09/24, 18:47:30] O2: Hii🤗
[25/09/24, 22:02:41] Aman: kaha ho?
‎[25/09/24, 22:20:59] O2: ‎image omitted
‎[25/09/24, 22:21:00] O2: ‎image omitted
‎[25/09/24, 22:21:01] O2: ‎image omitted
‎[25/09/24, 22:21:01] O2: ‎image omitted
‎[25/09/24, 22:21:02] O2: ‎image omitted
‎[25/09/24, 22:21:02] O2: ‎image omitted
‎[25/09/24, 22:25:48] O2: ‎image omitted
‎[25/09/24, 22:26:02] O2: ‎image omitted
‎[25/09/24, 22:26:03] O2: ‎image omitted
‎[25/09/24, 22:26:04] O2: ‎image omitted
‎[25/09/24, 22:26:04] O2: ‎image omitted
‎[25/09/24, 22:26:05] O2: ‎image omitted
‎[28/09/24, 10:28:56] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_electronic-circuits-ec-pattern-2019.pdf • ‎2 pages ‎document omitted
[28/09/24, 10:28:58] Aman: ‎You deleted this message.
‎[28/09/24, 10:29:56] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_electronic-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
[28/09/24, 10:51:57] O2: Mai bore ho rhi🥺
[28/09/24, 11:02:56] Aman: 😂😂
[28/09/24, 11:03:02] Aman: Aww.
[28/09/24, 11:03:06] Aman: Chalo koi na!
[28/09/24, 11:03:12] Aman: Mai hu na !
[28/09/24, 11:03:22] O2: Entertain me🥺
[28/09/24, 11:03:59] Aman: Entertain you ?🤔
[28/09/24, 11:04:10] Aman: Chalo axa phir
[28/09/24, 11:04:13] O2: Hm🥺
[29/09/24, 17:48:26] Aman: Hi
[29/09/24, 17:58:42] O2: 💖💖
‎[30/09/24, 23:19:26] Aman: ‎image omitted
‎[01/10/24, 11:01:06] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[01/10/24, 11:01:08] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_electrical-circuits-ec-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[01/10/24, 17:22:28] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
‎[01/10/24, 17:22:30] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_digital-circuits-dc-pattern-2019.pdf • ‎2 pages ‎document omitted
[02/10/24, 00:34:35] Aman: kya hua?
[02/10/24, 00:34:43] Aman: koi aaya kya?
‎[02/10/24, 22:31:41] Aman: ‎image omitted
‎[04/10/24, 09:56:25] O2: Digital_Circuits.pdf • ‎236 pages ‎document omitted
[04/10/24, 10:03:41] Aman: Already have !
[04/10/24, 10:03:55] Aman: ❤️
[04/10/24, 10:04:08] Aman: ❤️
[04/10/24, 10:04:12] Aman: ❤️
[04/10/24, 10:04:13] Aman: ❤️
[04/10/24, 10:04:15] Aman: ❤️
[04/10/24, 10:04:16] Aman: ❤️
[04/10/24, 10:04:17] Aman: ❤️
[04/10/24, 10:04:20] Aman: ❤️
[04/10/24, 10:04:21] Aman: ❤️
‎[05/10/24, 15:05:26] Aman: be_electronics-and-telecommunication-engineering_semester-3_2022_october_engineering-mathematics-iii-m3-pattern-2019.pdf • ‎3 pages ‎document omitted
‎[05/10/24, 15:05:29] Aman: be_electronics-and-telecommunication-engineering_semester-3_2023_october_engineering-mathematics-iii-m3-pattern-2019.pdf • ‎2 pages ‎document omitted
[05/10/24, 15:30:13] O2: jhgjh
[05/10/24, 15:30:14] O2: kggjhg
[05/10/24, 15:30:15] O2: jghjh
[05/10/24, 15:30:25] Aman: ❤️
[05/10/24, 23:50:06] Aman: 2 min me karta hu
[06/10/24, 20:19:03] Aman: hi
[06/10/24, 20:19:28] O2: 🙋‍♀️
[06/10/24, 20:19:54] O2: Call kyu ni pick kiya🤨
[06/10/24, 20:19:59] Aman: 5 min huh
‎[06/10/24, 21:06:09] O2: M-3 Insem 2022.pdf • ‎16 pages ‎document omitted
‎[06/10/24, 21:08:09] O2: M-3 Insem 2023.pdf • ‎16 pages ‎document omitted
[07/10/24, 00:39:46] O2: 2min
[07/10/24, 16:06:13] Aman: effect of negative feedback on 1) input impedance 2) output impedance 3)gain 4)bandwidth %)stability
[08/10/24, 00:28:49] O2: https://youtu.be/HhOz8vROYLU?si=acLIIkrnSeIIJfCN
‎[08/10/24, 00:32:53] O2: ‎image omitted
‎[08/10/24, 18:02:57] Aman: Digital circuit Insem solution.pdf • ‎38 pages ‎document omitted
[08/10/24, 21:57:27] O2: Kii aa gya h
[08/10/24, 21:57:29] O2: ‎This message was deleted.
[09/10/24, 00:41:26] O2: kaha gye?
‎[09/10/24, 01:23:42] O2: ‎image omitted
‎[09/10/24, 01:24:04] O2: ‎image omitted
‎[09/10/24, 01:30:30] O2: ‎image omitted
‎[09/10/24, 01:31:08] O2: ‎image omitted
‎[10/10/24, 01:35:41] O2: ‎image omitted
‎[10/10/24, 16:11:37] O2: ds.pdf • ‎2 pages ‎document omitted
[10/10/24, 19:58:47] O2: i) Array is derived data type. It has memory wastage and no bounds
check as its limitation________
ii) Functions can return multiple values, passes multiple values_____.
iii) Functions can return multiple values only if pointers are used
iv) To find memory address of any array element following formula
can be used_______.
Memory add (i) = base address + size of (datatype) / location number
where i is the location for which address to be found.
v) Unions do not have separate locations for each of their members,
so their size or equal to the size of largest member among all data
members________.
c) Classify various datatypes used in C programming (in tree form)? List
various format specifiers used to access primary data types.
Write storage size required for primary data types in terms of bytes for
32/64-bit system? [
‎[10/10/24, 22:21:04] O2: ‎image omitted
[10/10/24, 22:47:10] Aman: 5 min me karta hu
[10/10/24, 22:47:21] Aman: network bahut poor aa rha h
[10/10/24, 22:47:27] O2: Ok
[10/10/24, 23:09:23] Aman: karta hu vapas thodi der me
[10/10/24, 23:09:23] Aman: jab net aa jayega
[10/10/24, 23:10:04] O2: K
‎[11/10/24, 00:27:48] O2: ‎image omitted
‎[11/10/24, 01:06:30] O2: ‎image omitted
[11/10/24, 01:06:33] O2: answers btao ‎<This message was edited>
[11/10/24, 02:04:22] Aman: *bubble , selection , insertion , quick : n^2* ‎<This message was edited>
[11/10/24, 02:05:02] Aman: linear :O( n ) ‎<This message was edited>
[11/10/24, 02:05:56] Aman: binary search : O(logn) ‎<This message was edited>
[11/10/24, 02:06:18] Aman: merge : n logn
[11/10/24, 07:08:28] O2: 👍👍
[11/10/24, 19:47:40] O2: https://youtu.be/NJWvOmWRnCo?si=Y4IVSIS7-Eo4r7Iu
[11/10/24, 19:50:12] Aman: ok
[11/10/24, 19:59:53] Aman: thik h done
[11/10/24, 19:59:56] Aman: ho gye yeh
[11/10/24, 20:00:04] Aman: ab sirf yhi karna mere saath
[11/10/24, 20:00:14] Aman: bus bhool na jau
[11/10/24, 20:00:28] Aman: badi practice kari🥹
‎[12/10/24, 02:03:47] O2: ‎video omitted
[13/10/24, 00:11:00] Aman: tumahre me call nhi rhi
[13/10/24, 00:12:26] Aman: tum hi kar lo
[13/10/24, 00:15:19] O2: thik h
[13/10/24, 00:25:30] Aman: kya hua?
[13/10/24, 00:26:50] O2: Audio call krte h
[13/10/24, 00:27:01] O2: Tum kro
‎[13/10/24, 08:44:02] O2: ‎image omitted
‎[13/10/24, 08:44:16] O2: ‎image omitted
‎[13/10/24, 08:44:17] O2: ‎image omitted
[13/10/24, 08:44:26] O2: ‎This message was deleted.
‎[13/10/24, 08:44:27] O2: ‎image omitted
‎[13/10/24, 08:44:27] O2: ‎image omitted
‎[13/10/24, 08:44:28] O2: ‎image omitted
‎[13/10/24, 08:44:28] O2: ‎image omitted
‎[13/10/24, 08:44:29] O2: ‎image omitted
‎[13/10/24, 08:44:29] O2: ‎image omitted
‎[13/10/24, 08:44:30] O2: ‎image omitted
‎[13/10/24, 08:44:30] O2: ‎image omitted
‎[13/10/24, 08:44:31] O2: ‎image omitted
‎[13/10/24, 08:44:31] O2: ‎image omitted
‎[13/10/24, 08:44:32] O2: ‎image omitted
‎[13/10/24, 08:44:32] O2: ‎image omitted
‎[13/10/24, 08:44:33] O2: ‎image omitted
‎[13/10/24, 08:44:33] O2: ‎image omitted
‎[13/10/24, 08:44:33] O2: ‎image omitted
‎[13/10/24, 08:44:34] O2: ‎image omitted
‎[13/10/24, 08:44:34] O2: ‎image omitted
‎[13/10/24, 08:44:35] O2: ‎image omitted
‎[13/10/24, 08:44:35] O2: ‎image omitted
‎[13/10/24, 08:44:36] O2: ‎image omitted
‎[13/10/24, 08:45:29] O2: ‎image omitted
‎[13/10/24, 08:45:29] O2: ‎image omitted
‎[13/10/24, 08:45:30] O2: ‎image omitted
‎[13/10/24, 08:45:30] O2: ‎image omitted
‎[13/10/24, 08:45:30] O2: ‎image omitted
‎[13/10/24, 08:45:31] O2: ‎image omitted
‎[13/10/24, 08:45:31] O2: ‎image omitted
‎[13/10/24, 08:45:32] O2: ‎image omitted
‎[13/10/24, 08:45:33] O2: ‎image omitted
‎[17/10/24, 00:13:04] O2: Untitled design (4).svg ‎document omitted
‎[17/10/24, 00:31:23] Aman: ‎image omitted
[17/10/24, 23:03:09] O2: call pick kro na😕
[18/10/24, 00:08:42] Aman: free?
[18/10/24, 00:12:32] O2: Ha
[18/10/24, 00:12:36] O2: Call pick to kro
[18/10/24, 00:13:19] Aman: 2 min
[18/10/24, 00:13:30] O2: k
[18/10/24, 00:16:31] O2: Abhi call mat krna shivani h
[18/10/24, 00:19:00] O2: free nhi ho kya?
[18/10/24, 20:44:37] Aman: Kyu kuch gande khayal aa rhe h kya?
[18/10/24, 22:08:37] Aman: suno!
[18/10/24, 23:22:58] O2: Ha aye to the🫣🫣😙
[18/10/24, 23:23:12] O2: 👂
[18/10/24, 23:28:31] Aman: chiii
[18/10/24, 23:28:54] Aman: free?
[19/10/24, 00:00:40] Aman: batao?
[19/10/24, 00:07:01] O2: Ha ab hu
[19/10/24, 00:07:12] Aman: yep hi !
[19/10/24, 00:07:34] Aman: isi me baat kar lete h thodi der
[19/10/24, 00:07:40] Aman: aas pass abhi log h
[19/10/24, 00:07:55] Aman: 5-10 min me karte h vc
[19/10/24, 00:07:57] O2: Thik h
[19/10/24, 00:08:01] O2: Ok
[19/10/24, 00:08:10] Aman: toh kaha busy busy thi?
[19/10/24, 01:28:40] O2: kya hua
‎[21/10/24, 00:52:42] O2: ‎image omitted
‎[21/10/24, 00:52:43] O2: ‎image omitted
‎[21/10/24, 00:52:43] O2: ‎image omitted
‎[21/10/24, 00:52:44] O2: ‎image omitted
‎[21/10/24, 00:52:44] O2: ‎image omitted
‎[21/10/24, 00:52:44] O2: ‎image omitted
‎[21/10/24, 00:52:45] O2: ‎image omitted
‎[21/10/24, 00:52:45] O2: ‎image omitted
‎[21/10/24, 00:53:08] O2: ‎image omitted
‎[21/10/24, 00:53:12] O2: ‎image omitted
‎[21/10/24, 00:53:13] O2: ‎image omitted
‎[21/10/24, 00:53:13] O2: ‎image omitted
[21/10/24, 02:43:32] Aman: chalo good night sh ❤️😘
[21/10/24, 02:43:38] Aman: sweet dreams
[21/10/24, 02:43:51] Aman: love you❤️
[21/10/24, 02:44:39] Aman: 🫶🏻💕💕💕
‎[21/10/24, 08:42:15] O2: ‎image omitted
‎[21/10/24, 08:42:17] O2: ‎image omitted
‎[21/10/24, 08:42:17] O2: ‎image omitted
‎[21/10/24, 08:42:18] O2: ‎image omitted
‎[21/10/24, 08:42:18] O2: ‎image omitted
‎[21/10/24, 08:42:19] O2: ‎image omitted
‎[21/10/24, 08:42:19] O2: ‎image omitted
‎[21/10/24, 08:42:20] O2: ‎image omitted
‎[21/10/24, 08:42:20] O2: ‎image omitted
‎[21/10/24, 08:42:21] O2: ‎image omitted
‎[23/10/24, 01:37:06] O2: ‎image omitted
[23/10/24, 11:08:03] O2: Index page ki picture send kar dena
[23/10/24, 11:53:35] Aman: Xerox centre se Lena padega
[23/10/24, 12:25:40] O2: Bs contents chahiye
[23/10/24, 23:08:13] O2: Pick kro
[23/10/24, 23:44:48] Aman: kya hua?
[24/10/24, 00:06:52] O2: Tum kro
[25/10/24, 01:34:34] O2: Good night
[25/10/24, 01:35:48] Aman: arrre ek min call toh receive karo
[25/10/24, 01:35:49] Aman: ‎You deleted this message.
[25/10/24, 01:35:49] Aman: ‎You deleted this message.
